campaign_id,campaign_name,date_sent,subject_line,platform,country,recipient_count,delivered_count,opened_count,clicked_count,bounced_count,unsubscribe_count,spam_report_count,conversions
campaign_32,Campaign 32 - Kind Promotion,11/09/2024,Welcome to Our Newsletter,LinkedIn Ads,United Kingdom,21898,13712,4172,627,971,457,185,977
campaign_42,Campaign 42 - Collection Promotion,2024-08-17,Exclusive Offer Just for You!,Insta Ads,Canada,71274,-24340,-566,-716,830,266,195,190
campaign_43,Campaign 43 - Save Promotion,2024-09-28,,LinkedIn Ads,United States,53445,33786,2792,613,404,385,154,445
campaign_35,Campaign 35 - Perform Promotion,2024-08-31,New Arrivals Available Now,FB Ads,Brazil,46539,10575,8202,3390,442,129,85,670
campaign_47,Campaign 47 - Clearly Promotion,2024-09-19,Last Chance to Save Big!,Google Ads,France,6624,5542,2593,312,625,27,36,905
campaign_30,Campaign 30 - Science Promotion,2024-08-28,Last Chance to Save Big!,LinkedIn Ads,United States,7400,4774,3679,2871,283,23,46,289
campaign_4,Campaign 4 - Site Promotion,2024-09-19,Limited Time Discount Inside,Email Campaign,Japan,37932,33858,10720,9956,256,246,141,738
campaign_23,Campaign 23 - Mouth Promotion,2024-08-16,,Google Ads,Germany,68213,34825,14539,4449,175,273,10,974
campaign_40,Campaign 40 - Song Promotion,2024-10-13,Don't Miss Out on Our Summer Sale,Insta Ads,Canada,72991,20199,11854,2452,272,281,96,655
campaign_11,Campaign 11 - Require Promotion,2024-10-18,Limited Time Discount Inside,FB Ads,Germany,1037,922,898,735,600,7,17,572
campaign_5,Campaign 5 - Face Promotion,2024-09-18,Your Feedback Matters,Instagram Ads,India,85972,25305,-11146,-859,690,89,163,856
campaign_34,Campaign 34 - List Promotion,2024-09-22,Exclusive Offer Just for You!,Facebook Ads,China,78289,30981,334,91,376,424,54,17
campaign_43,Campaign 43 - Save Promotion,2024-09-15,Your Feedback Matters,Facebook Ads,China,43788,26755,8784,4129,595,316,79,400
campaign_34,Campaign 34 - List Promotion,2024-08-23,Limited Time Discount Inside,Google Ads,Japan,92394,6456,6313,1300,140,165,162,29
campaign_45,Campaign 45 - Grow Promotion,2024-08-17,Special Invitation: Join Us Today,GAds,Canada,16147,12904,10330,8482,1000,412,137,933
campaign_15,Campaign 15 - Begin Promotion,2024-10-18,Limited Time Discount Inside,Google Ads,France,12062,10657,2625,1741,243,371,53,872
campaign_27,Campaign 27 - Decide Promotion,2024-08-31,Last Chance to Save Big!,Insta Ads,France,56898,10276,10044,5538,918,240,75,174
campaign_50,Campaign 50 - Great Promotion,2024-09-25,Your Feedback Matters,GAds,China,97485,68625,60107,28757,932,421,125,737
campaign_10,Campaign 10 - Blue Promotion,2024-10-13,New Arrivals Available Now,LinkedIn Ads,India,-47548,-981,-919,-348,382,23,126,744
campaign_17,Campaign 17 - Knowledge Promotion,2024-08-24,Don't Miss Out on Our Summer Sale,Insta Ads,United States,11048,5845,2556,2261,424,319,171,194
campaign_3,Campaign 3 - Ago Promotion,2024-09-23,Limited Time Discount Inside,,France,87363,60936,2141,2011,436,251,113,92
campaign_6,Campaign 6 - Election Promotion,2024-07-29,,Instagram Ads,United Kingdom,96589,55997,25166,12419,699,447,167,131
campaign_13,Campaign 13 - Wait Promotion,2024-07-23,Your Feedback Matters,LinkedIn Ads,Japan,67655,13955,8040,4404,203,234,182,263
campaign_1,Campaign 1 - Purpose Promotion,2024-08-21,Welcome to Our Newsletter,LinkedIn Ads,Brazil,8331,1162,921,266,580,161,127,946
campaign_5,Campaign 5 - Face Promotion,2024-09-24,Thank You for Being a Loyal Customer,Google Ads,India,52543,16676,11663,4659,903,344,137,-120
campaign_43,Campaign 43 - Save Promotion,2024-08-26,Unlock Your Premium Features,Insta Ads,India,61324,57194,44010,11959,46,474,163,634
campaign_48,Campaign 48 - Dinner Promotion,2024-10-14,Last Chance to Save Big!,Email Campaign,Japan,21207,6547,6020,1523,386,339,131,694
campaign_15,Campaign 15 - Begin Promotion,2024-07-25,Welcome to Our Newsletter,,Canada,82051,18009,-1737,-976,812,312,151,847
campaign_9,Campaign 9 - Since Promotion,2024-08-28,Your Feedback Matters,FB Ads,Australia,91017,45822,32224,6224,928,206,-57,144
campaign_46,Campaign 46 - Fall Promotion,2024-07-26,Welcome to Our Newsletter,LinkedIn Ads,Japan,4823,4349,2360,1635,154,410,30,24
campaign_14,Campaign 14 - Offer Promotion,2024-08-24,Special Invitation: Join Us Today,FB Ads,Brazil,40666,20712,12362,3361,454,409,128,358
campaign_12,Campaign 12 - Sit Promotion,2024-08-22,Thank You for Being a Loyal Customer,Google Ads,China,29545,8632,5416,-2311,405,4,148,496
campaign_29,Campaign 29 - Rate Promotion,2024-08-23,Don't Miss Out on Our Summer Sale,FB Ads,Japan,69556,23244,19276,17677,719,330,73,726
campaign_43,Campaign 43 - Save Promotion,2024-08-13,Special Invitation: Join Us Today,Facebook Ads,Brazil,44778,23642,1859,-1432,876,89,46,827
campaign_2,Campaign 2 - Brother Promotion,2024-08-14,Unlock Your Premium Features,Email Campaign,Japan,27680,5193,3689,2035,996,409,40,24
campaign_41,Campaign 41 - Sure Promotion,2024-08-17,Welcome to Our Newsletter,Insta Ads,Canada,69750,56769,20895,20391,866,442,27,798
campaign_50,Campaign 50 - Great Promotion,17/08/2024,Welcome to Our Newsletter,LinkedIn Ads,United Kingdom,85311,82346,80856,18982,283,238,186,496
campaign_23,Campaign 23 - Mouth Promotion,2024-09-20,Your Feedback Matters,,Germany,52592,20876,16992,1210,913,249,1,346
campaign_4,Campaign 4 - Site Promotion,2024-09-15,Thank You for Being a Loyal Customer,FB Ads,China,38079,23075,1815,1375,337,347,64,682
campaign_16,Campaign 16 - Performance Promotion,2024-08-30,,FB Ads,Japan,39739,19894,18899,18571,944,352,122,152
campaign_27,Campaign 27 - Decide Promotion,2024-10-13,,Google Ads,Canada,99890,35310,14291,5636,636,218,188,836
campaign_25,Campaign 25 - Agreement Promotion,23/07/2024,Last Chance to Save Big!,Facebook Ads,Brazil,66976,5177,3545,3232,390,438,31,822
campaign_38,Campaign 38 - True Promotion,2024-08-18,Last Chance to Save Big!,LinkedIn Ads,Canada,40268,29199,2173,701,7,17,175,440
campaign_50,Campaign 50 - Great Promotion,2024-10-15,,Facebook Ads,United States,77610,33487,8334,7821,661,178,185,597
campaign_43,Campaign 43 - Save Promotion,2024-08-21,Your Feedback Matters,GAds,India,41946,29994,-18477,-396,145,477,194,655
campaign_28,Campaign 28 - Sense Promotion,18/09/2024,Last Chance to Save Big!,LinkedIn Ads,China,2851,1462,972,363,785,130,164,89
campaign_31,Campaign 31 - Offer Promotion,2024-09-28,Thank You for Being a Loyal Customer,FB Ads,Japan,25421,16869,15052,10994,781,32,109,997
campaign_47,Campaign 47 - Clearly Promotion,2024-09-30,Thank You for Being a Loyal Customer,Insta Ads,United States,40025,39768,20384,2967,206,177,8,348
campaign_38,Campaign 38 - True Promotion,2024-07-21,Welcome to Our Newsletter,Insta Ads,China,1191,995,413,267,823,102,171,626
campaign_6,Campaign 6 - Election Promotion,2024-09-21,Don't Miss Out on Our Summer Sale,Google Ads,Japan,68272,8467,5149,3293,3,296,108,75
campaign_41,Campaign 41 - Sure Promotion,2024-09-30,Special Invitation: Join Us Today,Insta Ads,France,59953,19219,5591,2817,758,143,86,442
campaign_16,Campaign 16 - Performance Promotion,2024-08-28,Last Chance to Save Big!,Instagram Ads,United Kingdom,30724,10341,875,341,170,82,73,189
campaign_32,Campaign 32 - Kind Promotion,2024-10-16,New Arrivals Available Now,GAds,United Kingdom,7265,6627,2255,707,789,331,102,809
campaign_8,Campaign 8 - Chair Promotion,2024-08-16,Limited Time Discount Inside,GAds,Canada,39980,4152,2351,679,3,150,160,214
campaign_15,Campaign 15 - Begin Promotion,2024-07-22,Special Invitation: Join Us Today,GAds,India,12892,-11861,-412,-215,878,298,116,151
campaign_21,Campaign 21 - Discover Promotion,05/09/2024,Special Invitation: Join Us Today,Insta Ads,United Kingdom,97328,21331,15894,-6299,85,471,137,754
campaign_31,Campaign 31 - Offer Promotion,2024-07-24,,Instagram Ads,Japan,7094,5802,1490,80,228,33,121,435
campaign_46,Campaign 46 - Fall Promotion,2024-08-13,New Arrivals Available Now,LinkedIn Ads,Brazil,35175,3176,1086,799,541,14,184,894
campaign_46,Campaign 46 - Fall Promotion,11/10/2024,Don't Miss Out on Our Summer Sale,FB Ads,India,19623,3501,2348,2331,160,417,71,190
campaign_50,Campaign 50 - Great Promotion,2024-08-18,Limited Time Discount Inside,Email Campaign,United Kingdom,33908,1452,1375,764,845,214,47,415
campaign_49,Campaign 49 - Source Promotion,2024-08-31,Exclusive Offer Just for You!,Email Campaign,China,86281,83363,76384,70596,876,136,19,488
campaign_36,Campaign 36 - Fall Promotion,2024-08-23,Special Invitation: Join Us Today,FB Ads,United Kingdom,4626,3875,1700,510,130,486,104,783
campaign_39,Campaign 39 - According Promotion,2024-08-13,Special Invitation: Join Us Today,Email Campaign,Australia,74580,19590,17286,9565,41,155,1,468
campaign_15,Campaign 15 - Begin Promotion,2024-10-18,Limited Time Discount Inside,Google Ads,France,12062,10657,2625,1741,243,371,53,872
campaign_25,Campaign 25 - Agreement Promotion,2024-07-29,Thank You for Being a Loyal Customer,GAds,China,99787,11355,5231,435,713,252,31,970
campaign_22,Campaign 22 - Early Promotion,2024-08-25,Limited Time Discount Inside,Facebook Ads,India,71063,65382,45436,14717,784,33,96,770
campaign_15,Campaign 15 - Begin Promotion,2024-08-21,Limited Time Discount Inside,Instagram Ads,Canada,1665,945,581,566,543,414,25,256
campaign_45,Campaign 45 - Grow Promotion,2024-09-22,Your Feedback Matters,Facebook Ads,India,14071,2540,2178,438,703,-168,180,708
campaign_6,Campaign 6 - Election Promotion,2024-08-14,Exclusive Offer Just for You!,Google Ads,Brazil,25662,20153,18412,6894,340,465,-48,130
campaign_43,Campaign 43 - Save Promotion,2024-08-23,Unlock Your Premium Features,LinkedIn Ads,Canada,34189,18486,14165,10745,667,378,50,88
campaign_3,Campaign 3 - Ago Promotion,2024-07-29,Welcome to Our Newsletter,FB Ads,Australia,79301,60369,28293,23045,670,393,55,919
campaign_16,Campaign 16 - Performance Promotion,2024-09-13,Special Invitation: Join Us Today,Facebook Ads,United Kingdom,40745,35326,4432,3128,419,139,142,591
campaign_2,Campaign 2 - Brother Promotion,2024-08-18,Thank You for Being a Loyal Customer,Google Ads,Brazil,88670,53894,30730,20440,928,288,21,148
campaign_3,Campaign 3 - Ago Promotion,2024-08-26,Limited Time Discount Inside,Facebook Ads,United Kingdom,93260,59053,19725,1557,57,191,62,589
campaign_24,Campaign 24 - Play Promotion,17/09/2024,Welcome to Our Newsletter,Insta Ads,India,95671,-59955,-952,-927,460,296,55,202
campaign_16,Campaign 16 - Performance Promotion,2024-08-30,Your Feedback Matters,FB Ads,Australia,77027,19737,-17079,-338,496,471,26,525
campaign_35,Campaign 35 - Perform Promotion,2024-08-22,Unlock Your Premium Features,LinkedIn Ads,Australia,44895,22231,12333,6521,839,295,104,118
campaign_48,Campaign 48 - Dinner Promotion,2024-10-16,Thank You for Being a Loyal Customer,Instagram Ads,China,84186,21866,19686,13619,189,254,43,377
campaign_42,Campaign 42 - Collection Promotion,05/08/2024,,LinkedIn Ads,Brazil,21523,15300,13835,6499,152,299,61,726
campaign_17,Campaign 17 - Knowledge Promotion,2024-09-23,New Arrivals Available Now,Insta Ads,Canada,84288,10772,8879,4394,587,115,23,602
campaign_45,Campaign 45 - Grow Promotion,2024-08-25,Limited Time Discount Inside,Facebook Ads,United Kingdom,48173,47465,768,692,130,106,70,722
campaign_31,Campaign 31 - Offer Promotion,2024-07-26,Special Invitation: Join Us Today,Email Campaign,India,80522,8674,5714,3076,291,68,18,803
campaign_47,Campaign 47 - Clearly Promotion,2024-09-27,Last Chance to Save Big!,FB Ads,China,84545,83601,40570,39543,788,158,131,814
campaign_49,Campaign 49 - Source Promotion,2024-09-20,Exclusive Offer Just for You!,Instagram Ads,United States,85245,4993,1771,1458,236,151,64,619
campaign_39,Campaign 39 - According Promotion,22/07/2024,Exclusive Offer Just for You!,Google Ads,China,22616,21774,2807,2019,100,457,95,655
campaign_17,Campaign 17 - Knowledge Promotion,2024-07-25,Limited Time Discount Inside,GAds,India,37408,12433,791,547,56,42,76,932
campaign_4,Campaign 4 - Site Promotion,2024-09-24,Don't Miss Out on Our Summer Sale,Email Campaign,India,41425,26803,1895,-667,785,130,30,-774
campaign_38,Campaign 38 - True Promotion,11/08/2024,Welcome to Our Newsletter,Facebook Ads,Japan,3207,1418,1143,885,-535,295,198,514
campaign_5,Campaign 5 - Face Promotion,2024-08-28,Limited Time Discount Inside,GAds,United Kingdom,91471,42455,36832,17971,587,194,101,987
campaign_37,Campaign 37 - Table Promotion,2024-08-16,Exclusive Offer Just for You!,Google Ads,Brazil,64263,15258,2813,2071,685,460,186,881
campaign_25,Campaign 25 - Agreement Promotion,2024-07-25,Unlock Your Premium Features,FB Ads,France,16027,6186,1623,198,380,399,2,21
campaign_24,Campaign 24 - Play Promotion,2024-08-25,Welcome to Our Newsletter,Instagram Ads,Japan,47217,28676,13664,10480,821,471,107,561
campaign_11,Campaign 11 - Require Promotion,2024-08-30,Thank You for Being a Loyal Customer,GAds,Canada,67995,30010,4302,3516,553,177,175,478
campaign_17,Campaign 17 - Knowledge Promotion,2024-10-14,Don't Miss Out on Our Summer Sale,Instagram Ads,Australia,75838,16712,8351,1528,125,160,149,835
campaign_43,Campaign 43 - Save Promotion,2024-08-14,Welcome to Our Newsletter,GAds,United Kingdom,81580,65289,40784,5611,922,391,170,666
campaign_50,Campaign 50 - Great Promotion,2024-07-31,Limited Time Discount Inside,Insta Ads,Germany,28392,27064,23178,-10990,998,384,110,658
campaign_30,Campaign 30 - Science Promotion,2024-07-23,Special Invitation: Join Us Today,Email Campaign,Japan,84211,29909,23332,2138,745,423,107,346
campaign_18,Campaign 18 - Almost Promotion,2024-08-14,Thank You for Being a Loyal Customer,LinkedIn Ads,Brazil,90780,79818,61502,19277,399,426,167,825
campaign_28,Campaign 28 - Sense Promotion,2024-08-26,Welcome to Our Newsletter,LinkedIn Ads,France,-9816,-962,-671,-675,182,352,97,250
campaign_6,Campaign 6 - Election Promotion,2024-08-19,Don't Miss Out on Our Summer Sale,,United States,49916,42694,40504,32022,-544,6,-184,303
campaign_31,Campaign 31 - Offer Promotion,2024-08-22,Your Feedback Matters,,Brazil,51122,37598,14188,7260,109,82,122,617
campaign_50,Campaign 50 - Great Promotion,2024-08-15,Exclusive Offer Just for You!,Facebook Ads,France,51298,18659,1250,476,778,33,52,463
campaign_26,Campaign 26 - Option Promotion,07/08/2024,New Arrivals Available Now,Instagram Ads,Canada,94480,26685,2744,181,363,347,108,935
campaign_17,Campaign 17 - Knowledge Promotion,2024-08-29,Exclusive Offer Just for You!,Google Ads,Australia,87798,8066,6561,2122,316,358,175,897
campaign_15,Campaign 15 - Begin Promotion,2024-09-28,Unlock Your Premium Features,LinkedIn Ads,Brazil,26391,5789,3986,704,44,186,111,641
campaign_47,Campaign 47 - Clearly Promotion,2024-09-17,Your Feedback Matters,Facebook Ads,United States,-31407,-984,-561,-781,516,345,101,563
campaign_23,Campaign 23 - Mouth Promotion,2024-10-18,Limited Time Discount Inside,Email Campaign,United Kingdom,14508,9130,3191,2471,152,67,70,961
campaign_35,Campaign 35 - Perform Promotion,2024-10-15,Thank You for Being a Loyal Customer,FB Ads,Brazil,92833,51199,50548,45177,901,497,6,995
campaign_14,Campaign 14 - Offer Promotion,2024-07-25,Exclusive Offer Just for You!,Facebook Ads,Japan,91504,69897,36724,5177,624,241,169,89
campaign_38,Campaign 38 - True Promotion,10/08/2024,Limited Time Discount Inside,Insta Ads,India,22782,17947,17495,10865,161,304,145,469
campaign_26,Campaign 26 - Option Promotion,2024-08-26,Last Chance to Save Big!,,France,92812,40919,15738,11214,191,233,3,448
campaign_21,Campaign 21 - Discover Promotion,07/09/2024,Limited Time Discount Inside,LinkedIn Ads,India,3102,959,296,66,903,427,42,55
campaign_27,Campaign 27 - Decide Promotion,28/07/2024,Exclusive Offer Just for You!,Insta Ads,China,97721,-64099,-153,-446,712,359,35,130
campaign_40,Campaign 40 - Song Promotion,2024-08-26,Last Chance to Save Big!,,China,34455,11752,9895,6943,586,445,75,667
campaign_49,Campaign 49 - Source Promotion,2024-09-26,Your Feedback Matters,Email Campaign,India,77097,75752,34173,13365,236,273,49,232
campaign_30,Campaign 30 - Science Promotion,31/08/2024,,Facebook Ads,Australia,96079,84358,55481,12104,263,380,110,822
campaign_12,Campaign 12 - Sit Promotion,17/08/2024,Unlock Your Premium Features,Insta Ads,United Kingdom,69969,24348,18389,3507,590,234,109,180
campaign_50,Campaign 50 - Great Promotion,2024-08-31,Unlock Your Premium Features,Facebook Ads,United Kingdom,43957,9788,7653,620,955,402,52,421
campaign_13,Campaign 13 - Wait Promotion,2024-08-24,Special Invitation: Join Us Today,Facebook Ads,United States,55209,23726,11389,446,173,315,113,461
campaign_28,Campaign 28 - Sense Promotion,2024-07-23,Your Feedback Matters,GAds,India,76523,39073,14665,9241,291,273,97,-518
campaign_42,Campaign 42 - Collection Promotion,2024-08-24,Limited Time Discount Inside,FB Ads,United Kingdom,28647,17788,9573,1916,456,34,67,451
campaign_32,Campaign 32 - Kind Promotion,2024-08-15,,Insta Ads,Canada,69386,63361,9020,4965,-257,342,187,992
campaign_4,Campaign 4 - Site Promotion,2024-07-28,Don't Miss Out on Our Summer Sale,Instagram Ads,Brazil,19714,15258,1201,800,972,309,115,390
campaign_15,Campaign 15 - Begin Promotion,2024-07-29,Unlock Your Premium Features,Email Campaign,Australia,3151,1129,187,104,683,481,137,603
campaign_3,Campaign 3 - Ago Promotion,2024-09-30,New Arrivals Available Now,GAds,Australia,60609,49987,38409,24394,239,317,143,634
campaign_34,Campaign 34 - List Promotion,31/08/2024,Thank You for Being a Loyal Customer,Email Campaign,United Kingdom,55571,21085,11194,10183,124,271,185,715
campaign_40,Campaign 40 - Song Promotion,2024-08-27,Welcome to Our Newsletter,Facebook Ads,Japan,38167,36662,2446,1857,945,458,114,210
campaign_47,Campaign 47 - Clearly Promotion,21/08/2024,New Arrivals Available Now,LinkedIn Ads,France,97877,36603,12320,7281,903,332,145,238
campaign_9,Campaign 9 - Since Promotion,2024-09-17,Your Feedback Matters,Instagram Ads,China,39085,21393,3897,3155,9,339,84,458
campaign_4,Campaign 4 - Site Promotion,2024-09-23,Special Invitation: Join Us Today,Google Ads,United States,75928,43043,32957,4104,830,175,21,186
campaign_50,Campaign 50 - Great Promotion,2024-09-14,Unlock Your Premium Features,LinkedIn Ads,United Kingdom,65446,6128,2857,142,632,443,184,876
campaign_18,Campaign 18 - Almost Promotion,2024-10-15,Don't Miss Out on Our Summer Sale,,India,2743,1877,929,812,498,416,92,996
campaign_44,Campaign 44 - Knowledge Promotion,2024-08-19,New Arrivals Available Now,Instagram Ads,Brazil,31072,8420,293,285,806,53,183,461
campaign_23,Campaign 23 - Mouth Promotion,2024-07-22,Special Invitation: Join Us Today,Instagram Ads,Japan,68503,17243,6331,6160,-435,383,189,952
campaign_18,Campaign 18 - Almost Promotion,2024-07-26,Last Chance to Save Big!,Instagram Ads,Australia,7380,3217,327,245,261,494,102,882
campaign_13,Campaign 13 - Wait Promotion,2024-08-21,Unlock Your Premium Features,Google Ads,United Kingdom,68649,7361,3700,1297,292,216,13,935
campaign_35,Campaign 35 - Perform Promotion,06/08/2024,Last Chance to Save Big!,Email Campaign,United States,24754,23743,17652,1646,120,251,115,176
campaign_18,Campaign 18 - Almost Promotion,2024-09-22,Exclusive Offer Just for You!,Email Campaign,United States,15744,15102,5827,2377,172,421,169,607
campaign_12,Campaign 12 - Sit Promotion,2024-08-30,Thank You for Being a Loyal Customer,Google Ads,Canada,91510,29141,15715,1627,342,184,65,431
campaign_12,Campaign 12 - Sit Promotion,2024-08-26,New Arrivals Available Now,Facebook Ads,China,9739,3026,228,174,32,428,125,728
campaign_25,Campaign 25 - Agreement Promotion,2024-09-23,Special Invitation: Join Us Today,GAds,Australia,7440,6896,1688,874,282,252,27,671
campaign_30,Campaign 30 - Science Promotion,2024-08-15,New Arrivals Available Now,Facebook Ads,Brazil,67508,11313,1017,585,262,93,166,243
campaign_48,Campaign 48 - Dinner Promotion,19/08/2024,Unlock Your Premium Features,Google Ads,China,74280,37643,22273,11085,771,81,34,166
campaign_34,Campaign 34 - List Promotion,2024-08-25,Unlock Your Premium Features,,United States,22873,8725,4410,3596,279,388,168,574
campaign_20,Campaign 20 - Better Promotion,2024-07-29,,Google Ads,Brazil,83090,33721,31136,11217,841,406,18,644
campaign_4,Campaign 4 - Site Promotion,2024-08-26,Don't Miss Out on Our Summer Sale,Instagram Ads,Canada,13021,4537,2963,1749,514,197,95,336
campaign_2,Campaign 2 - Brother Promotion,2024-07-22,Last Chance to Save Big!,FB Ads,Canada,7734,4813,635,125,702,76,77,264
campaign_31,Campaign 31 - Offer Promotion,2024-08-29,New Arrivals Available Now,FB Ads,Australia,56744,50883,50053,3674,362,71,196,848
campaign_4,Campaign 4 - Site Promotion,2024-07-31,Special Invitation: Join Us Today,Instagram Ads,Germany,43101,22390,10143,7031,454,21,90,455
campaign_5,Campaign 5 - Face Promotion,2024-10-16,Unlock Your Premium Features,Instagram Ads,Canada,17912,2715,2222,724,957,177,132,876
campaign_48,Campaign 48 - Dinner Promotion,2024-07-25,Limited Time Discount Inside,GAds,Germany,24357,4484,1514,1058,766,112,46,379
campaign_36,Campaign 36 - Fall Promotion,04/08/2024,New Arrivals Available Now,GAds,India,31210,20680,8840,5842,155,299,56,999
campaign_28,Campaign 28 - Sense Promotion,2024-09-14,Thank You for Being a Loyal Customer,GAds,France,16264,14066,13097,1268,519,232,131,85
campaign_42,Campaign 42 - Collection Promotion,23/07/2024,Unlock Your Premium Features,Instagram Ads,India,2145,1568,407,242,860,99,93,368
campaign_16,Campaign 16 - Performance Promotion,2024-08-30,Last Chance to Save Big!,FB Ads,Brazil,94842,49348,898,409,456,44,113,435
campaign_1,Campaign 1 - Purpose Promotion,2024-09-29,Exclusive Offer Just for You!,GAds,Japan,45587,29392,206,117,780,467,160,664
campaign_40,Campaign 40 - Song Promotion,2024-09-25,Limited Time Discount Inside,Insta Ads,India,7592,2706,1206,-1064,613,83,114,753
campaign_15,Campaign 15 - Begin Promotion,03/10/2024,Thank You for Being a Loyal Customer,LinkedIn Ads,Brazil,60636,25376,23687,11800,207,16,15,123
campaign_46,Campaign 46 - Fall Promotion,10/09/2024,Unlock Your Premium Features,Insta Ads,Germany,52544,50257,2759,1663,86,411,92,605
campaign_15,Campaign 15 - Begin Promotion,23/08/2024,Don't Miss Out on Our Summer Sale,Email Campaign,Japan,98799,70698,51227,9562,445,-474,97,994
campaign_14,Campaign 14 - Offer Promotion,2024-09-26,Your Feedback Matters,Facebook Ads,United States,68652,18295,1297,1119,318,351,22,920
campaign_45,Campaign 45 - Grow Promotion,2024-07-28,Exclusive Offer Just for You!,Google Ads,United States,15548,15036,3099,1471,670,301,162,357
campaign_27,Campaign 27 - Decide Promotion,09/08/2024,,FB Ads,Australia,98261,77116,28263,19143,743,390,20,991
campaign_46,Campaign 46 - Fall Promotion,14/10/2024,Your Feedback Matters,LinkedIn Ads,United States,21632,4712,2694,924,57,211,197,116
campaign_6,Campaign 6 - Election Promotion,09/09/2024,New Arrivals Available Now,FB Ads,Brazil,57441,57228,39054,21065,711,160,101,308
campaign_21,Campaign 21 - Discover Promotion,2024-08-31,New Arrivals Available Now,LinkedIn Ads,Germany,52781,8817,1834,405,-669,199,56,844
campaign_13,Campaign 13 - Wait Promotion,2024-08-15,Welcome to Our Newsletter,Instagram Ads,India,20025,19408,10503,8782,121,429,186,336
campaign_19,Campaign 19 - All Promotion,2024-08-14,,GAds,United States,93955,12692,10343,3673,505,18,180,224
campaign_1,Campaign 1 - Purpose Promotion,2024-08-14,Don't Miss Out on Our Summer Sale,Insta Ads,Germany,96561,86549,12999,11981,882,98,114,197
campaign_18,Campaign 18 - Almost Promotion,2024-09-23,Exclusive Offer Just for You!,Facebook Ads,United States,16818,8868,5675,432,570,77,131,116
campaign_10,Campaign 10 - Blue Promotion,15/10/2024,Don't Miss Out on Our Summer Sale,Facebook Ads,Japan,77756,10414,8338,4987,288,224,169,170
campaign_5,Campaign 5 - Face Promotion,2024-09-22,Exclusive Offer Just for You!,Email Campaign,Canada,73305,12200,6623,5938,420,421,32,667
campaign_42,Campaign 42 - Collection Promotion,2024-07-21,,Facebook Ads,United States,68394,28060,24239,18198,460,390,125,538
campaign_12,Campaign 12 - Sit Promotion,2024-09-16,Thank You for Being a Loyal Customer,,Japan,38287,34822,19881,-7320,322,420,70,533
campaign_17,Campaign 17 - Knowledge Promotion,2024-09-18,Limited Time Discount Inside,GAds,United Kingdom,71848,5041,1075,694,453,16,168,320
campaign_11,Campaign 11 - Require Promotion,2024-10-13,Don't Miss Out on Our Summer Sale,Instagram Ads,India,67629,45259,40340,3461,987,411,37,624
campaign_43,Campaign 43 - Save Promotion,2024-07-29,Don't Miss Out on Our Summer Sale,Facebook Ads,United States,95997,87562,78702,21446,894,208,54,427
campaign_28,Campaign 28 - Sense Promotion,2024-08-30,Special Invitation: Join Us Today,Insta Ads,China,8160,6865,5312,2577,226,85,199,980
campaign_25,Campaign 25 - Agreement Promotion,2024-09-26,Unlock Your Premium Features,GAds,India,86890,67027,17147,11965,463,262,102,294
campaign_12,Campaign 12 - Sit Promotion,21/09/2024,Thank You for Being a Loyal Customer,GAds,Australia,1946,1286,1248,561,754,424,67,650
campaign_45,Campaign 45 - Grow Promotion,2024-07-23,Exclusive Offer Just for You!,Instagram Ads,China,2055,1612,249,147,133,94,117,198
campaign_9,Campaign 9 - Since Promotion,2024-07-26,Unlock Your Premium Features,Email Campaign,Germany,1358,-945,-213,-905,505,46,19,113
campaign_22,Campaign 22 - Early Promotion,2024-09-28,Welcome to Our Newsletter,Google Ads,Australia,7051,5155,2503,1872,502,267,90,532
campaign_26,Campaign 26 - Option Promotion,11/10/2024,Thank You for Being a Loyal Customer,Instagram Ads,Canada,67450,34877,21338,19079,632,34,187,108
campaign_18,Campaign 18 - Almost Promotion,2024-07-23,Don't Miss Out on Our Summer Sale,Instagram Ads,China,6932,6670,4910,3735,271,470,47,90
campaign_26,Campaign 26 - Option Promotion,2024-08-31,Don't Miss Out on Our Summer Sale,LinkedIn Ads,United Kingdom,65369,19649,5411,4379,196,12,171,44
campaign_1,Campaign 1 - Purpose Promotion,2024-09-27,Welcome to Our Newsletter,Instagram Ads,Australia,80507,28660,24848,6641,408,332,132,263
campaign_48,Campaign 48 - Dinner Promotion,2024-08-23,Unlock Your Premium Features,Facebook Ads,United Kingdom,63427,46184,17168,6042,51,327,137,461
campaign_45,Campaign 45 - Grow Promotion,01/09/2024,Exclusive Offer Just for You!,GAds,France,52573,41524,5346,3302,578,422,-8,351
campaign_17,Campaign 17 - Knowledge Promotion,2024-09-25,Welcome to Our Newsletter,Email Campaign,Germany,84614,81433,56949,47669,534,236,38,793
campaign_28,Campaign 28 - Sense Promotion,2024-07-24,Last Chance to Save Big!,LinkedIn Ads,Canada,-4378,-947,-308,-338,584,227,116,122
campaign_22,Campaign 22 - Early Promotion,2024-09-13,Unlock Your Premium Features,LinkedIn Ads,Brazil,12395,7560,7024,701,245,84,21,577
campaign_41,Campaign 41 - Sure Promotion,2024-08-30,Last Chance to Save Big!,GAds,Australia,16552,14210,5544,101,43,157,58,909
campaign_19,Campaign 19 - All Promotion,2024-08-21,Last Chance to Save Big!,FB Ads,United Kingdom,6896,1090,284,270,391,58,138,157
